start_lat,start_lon,end_lat,end_lon,distance,local_duration,api_duration,selected_duration,route_type,points_count
47.24819080115631,9.612986060274864,47.15735711266573,9.55230191417792,23.83473937825309,0.5889422692187547,0.8746638888888889,0.8746638888888889,car,1376
47.158676754845615,9.581926969320602,47.24197258488989,9.55088993207019,23.164920902721068,0.529765972662797,0.6928416666666667,0.6928416666666667,car,1169
47.09886789261987,9.583085427432213,47.17207084995322,9.521562217604709,13.27978778101719,0.3397630308318823,0.4456833333333333,0.4456833333333333,car,764
47.05579980944852,9.61368596302897,47.25882533127633,9.501112995596218,26.18985928633471,0.5676963569513803,1.030613888888889,1.030613888888889,car,1244
47.24876092225482,9.57097242130028,47.1282221314669,9.521184171511472,16.62722767763186,0.3591344352457709,0.4243,0.4243,car,774
47.15769373704116,9.491497478134628,47.154891742338656,9.541411669921818,13.04568986813404,0.3764252235659877,0.4185166666666667,0.4185166666666667,car,868
47.13324320989509,9.546327484463772,47.2217243050609,9.524430991371768,18.25951244838432,0.4240429955078358,0.5357277777777778,0.5357277777777778,car,968
47.14441910162966,9.626954010733051,47.06045290041734,9.473268322078049,18.01716254863778,0.4527363165815192,0.650463888888889,0.650463888888889,car,873
47.1054139125849,9.514728386547738,47.06706319096837,9.52629646778396,5.594165948536308,0.137066912863496,0.1722527777777777,0.1722527777777777,car,191
47.25125188522176,9.58440200562769,47.23297443240999,9.589217374212827,7.380641973343214,0.1836567680351569,0.112325,0.112325,car,393
47.20954678522502,9.62976918973104,47.11166683742947,9.627928468188625,22.5539370982636,0.4936664962059189,1.0190194444444445,1.0190194444444445,car,1153
47.230673864077104,9.503277769514323,47.126027547799,9.580956632511906,19.092002267346423,0.4196889642173087,0.5610583333333333,0.5610583333333333,car,909
47.27109672944377,9.500925383195678,47.2272814712985,9.630186010466009,9.91937837082562,0.2395607905329072,0.4679055555555556,0.4679055555555556,car,568
47.16180146123728,9.626986112050606,47.264557564601255,9.620364806715498,16.427296619293987,0.3469646109835929,0.5036583333333333,0.5036583333333333,car,790
47.254147158607815,9.536620140098986,47.07726640124292,9.613938826060828,26.87377442710027,0.5867431759684641,0.8896472222222223,0.8896472222222223,car,1256
47.10332974052032,9.501343871253026,47.06123809512341,9.625381236911542,13.79810396845748,0.3440642549973413,0.7718583333333333,0.7718583333333333,car,880
47.0864009212438,9.600530866580856,47.08945816936704,9.51273708094208,15.030528989649344,0.3548260057530266,0.6358388888888888,0.6358388888888888,car,890
47.069032892446415,9.55477154865332,47.20917574873311,9.543183436460742,16.913996281262452,0.3601509998398333,0.8266861111111111,0.8266861111111111,car,700
47.26866704373553,9.508436147952091,47.05462876888714,9.526812078366872,23.10198075755295,0.4435233754202271,0.4918027777777777,0.4918027777777777,car,875
47.09593369554762,9.630822584471735,47.10258565579205,9.493621760689622,13.577145823485194,0.3375176910724913,0.6160083333333334,0.6160083333333334,car,878
47.206040360125655,9.568021671277702,47.182299378136655,9.57147196344756,11.679365790709936,0.2393599087820203,0.3792444444444444,0.3792444444444444,car,502
47.075534857470586,9.494272205450944,47.14465757926428,9.521032693745244,9.511281627030806,0.2035025095016709,0.3343138888888888,0.3343138888888888,car,400
47.04863355899992,9.581352368066666,47.088642983985416,9.546453333007284,7.330229144854422,0.1623001424112108,0.8803222222222222,0.8803222222222222,car,307
47.170898537971645,9.50932533185297,47.08589442279112,9.602424339801704,16.249384353745217,0.3683807954561878,0.4929916666666666,0.4929916666666666,car,964
47.236732815356426,9.57213385085597,47.11705884047556,9.576565623122166,23.264172764463492,0.5388542688789422,0.6414527777777778,0.6414527777777778,car,1236
47.05800901799365,9.494357442038066,47.18861986489593,9.48997989733078,16.80149269773123,0.3629966106945297,0.3639916666666666,0.3639916666666666,car,723
47.05609016944661,9.489795590524444,47.20481079173161,9.590649615035542,21.33223148776533,0.4335097048032236,0.7992305555555556,0.7992305555555556,car,903
47.18699093273132,9.501460653817778,47.17514097559511,9.580757846002564,8.21306484517689,0.1872243836583367,0.2799694444444444,0.2799694444444444,car,381
47.15628391220241,9.529878837779204,47.08856844311681,9.524594353755866,7.9544862698450975,0.1767733909010668,0.2920694444444444,0.2920694444444444,car,396
47.167291492117855,9.628603916608805,47.12602713700732,9.58585216997172,18.50332892637689,0.4668747868050084,1.1975777777777776,1.1975777777777776,car,1050
47.23201288415602,9.535092862818184,47.169076057796026,9.485097707208098,11.051488019476432,0.2143992070530881,0.1774361111111111,0.1774361111111111,car,427
47.18816991575857,9.53135677100277,47.12436153614103,9.477191852729783,7.658154828889592,0.1832803307338229,0.3559944444444444,0.3559944444444444,car,310
47.23011680329844,9.593842229593683,47.06671070192219,9.528079197925344,20.11078104458169,0.4240572314137636,0.6546083333333333,0.6546083333333333,car,807
47.09620791695587,9.59787379042909,47.155454069677646,9.576110707101732,9.39141117106397,0.2418582183396719,0.3015694444444444,0.3015694444444444,car,595
47.23883777359652,9.628277848733209,47.17054601979713,9.617531859429503,16.427296619293994,0.346964610983593,0.4519388888888889,0.4519388888888889,car,790
47.08499200358248,9.621504367023872,47.108959184137454,9.472721603996856,14.35962256379559,0.361961376942355,0.726786111111111,0.726786111111111,car,850
47.184524526423104,9.560750080214818,47.05790253848141,9.483201146046849,19.957828575975515,0.4380849461253687,0.4883861111111111,0.4883861111111111,car,939
47.1964764630454,9.63099428492855,47.25785611989767,9.496666694228018,9.357704546500836,0.2117192838392549,0.6290666666666667,0.6290666666666667,car,549
47.05019368458932,9.507256665141616,47.08212048618735,9.54875591721418,4.855802380173488,0.1004575094607124,0.1855666666666666,0.1855666666666666,car,241
47.19307751147255,9.47304268437769,47.16816864801764,9.508009343802266,3.40977191922216,0.0870026150810617,0.2039138888888889,0.2039138888888889,car,104
47.1770838902561,9.561642891467155,47.13222896821097,9.5519186377722,17.411803619466365,0.4479092558422657,0.5376888888888889,0.5376888888888889,car,1117
47.21806235852417,9.507937236494906,47.054073057764505,9.600141136808809,22.215475809943708,0.4851242160272467,0.9994777777777778,0.9994777777777778,car,1128
47.11182651715884,9.520733897980284,47.213857203382986,9.509394096684208,12.833996788341404,0.2672953373617538,0.2748916666666666,0.2748916666666666,car,504
47.05827371505366,9.578885593666016,47.13345788087618,9.562634202664595,8.59903006685145,0.2117672735347746,0.3069722222222222,0.3069722222222222,car,533
47.22834632432488,9.572505774110867,47.22476171759767,9.587313375254356,0.0836971000115869,0.0041848550005793,0.165275,0.165275,car,10
47.11465164886179,9.597955347934544,47.21669764386955,9.522869791189136,20.31998662052661,0.4485594577372436,0.5921888888888889,0.5921888888888889,car,1043
47.20352791346876,9.620711934174611,47.11992377252834,9.560823964584625,18.68829154507931,0.4402547027442802,0.9369888888888888,0.9369888888888888,car,1033
47.12357037911034,9.525931858110663,47.187770319333865,9.566199168839216,11.255558791177169,0.2711946080627385,0.3317027777777778,0.3317027777777778,car,563
47.0734957031984,9.617997114807848,47.22973335084907,9.582894777241286,23.96216573615852,0.5425843898848101,0.9707972222222222,0.9707972222222222,car,1224
47.26790449646754,9.496704754983584,47.15578589454642,9.49449971704634,12.241797799045324,0.2647554167135376,0.3045194444444444,0.3045194444444444,car,367
47.20752101943721,9.60036367006112,47.18094831616559,9.539172679442068,10.40742692341784,0.2009981002788665,0.6006277777777779,0.6006277777777779,car,422
47.161430678076734,9.50128743211858,47.25640261085393,9.487545440186423,10.40804606443766,0.1986157039621607,0.2926277777777777,0.2926277777777777,car,305
47.136111248193096,9.484008517741232,47.24432711854288,9.627824062829156,14.480037032565486,0.3235840106456258,0.5780388888888889,0.5780388888888889,car,648
47.20385771574049,9.606997337841838,47.06941752611908,9.59133541694425,23.989660773676224,0.5420999483372354,1.0949888888888888,1.0949888888888888,car,1231
47.22029443037572,9.496473450155854,47.13949410990873,9.553509476613954,17.87899943787979,0.4274829743114366,0.6123166666666667,0.6123166666666667,car,994
47.24927160798199,9.566654118735338,47.25538184015302,9.6297237133582,0.0,0.0,0.3672083333333333,0.3672083333333333,car,1
47.22347571911438,9.630760454252687,47.210066226189774,9.516109096948693,5.711899274150972,0.1229025932121365,0.38055,0.38055,car,241
47.05487665567329,9.586548168235767,47.26890246360829,9.62966195477829,27.73549062586428,0.6272908001384663,0.9902944444444444,0.9902944444444444,car,1471
47.21185953929176,9.549659118376468,47.214638932079176,9.53048264103533,2.347764841874924,0.0856302478734353,0.0956583333333333,0.0956583333333333,car,91
47.25888675678515,9.525507234893436,47.16471854663105,9.554167172180716,12.869182164012514,0.2639692750712638,0.3310138888888889,0.3310138888888889,car,395
47.157701536114345,9.521887788793988,47.20816124081726,9.544370549388434,7.946330914943442,0.179513692296589,0.2577916666666666,0.2577916666666666,car,269
47.185874018998334,9.47532619262905,47.13012203206421,9.61559033820692,16.699178621980018,0.3816856150257712,0.7334472222222221,0.7334472222222221,car,892
47.24836704242776,9.552418733826851,47.25031912226864,9.479760660751865,3.112836500518065,0.0552196607175103,0.2912666666666667,0.2912666666666667,car,114
47.04805807233652,9.618139671268958,47.13977615864994,9.561525920210602,8.376138205268589,0.2043375448153459,1.1511749999999998,1.1511749999999998,car,507
47.09030798178295,9.628221883433174,47.11203769643406,9.573852040226706,4.667173976432514,0.1102487856615384,0.1374694444444444,0.1374694444444444,car,256
47.22457446035979,9.508404083363212,47.16852686440852,9.531993578759552,7.884690442034577,0.1650290025720236,0.2488,0.2488,car,210
47.20184516224931,9.54571250474814,47.19265789797559,9.619784462900355,2.903799291967428,0.0636623628361673,0.5758111111111112,0.5758111111111112,car,120
47.07241883510104,9.543727701164622,47.17739543450114,9.523974791653606,11.677979004794686,0.2604674696778917,0.4080916666666667,0.4080916666666667,car,541
47.05004871105015,9.474130768362585,47.168956213118136,9.529544041847492,16.33409551534407,0.3870250280899607,0.4183888888888889,0.4183888888888889,car,706
47.054516175614665,9.61717173019249,47.12130731088847,9.575922163043812,5.119876898733755,0.1394378505355111,1.1630166666666666,1.1630166666666666,car,264
47.14219450016343,9.502205188829564,47.26323591793728,9.596626539099756,15.276462912172498,0.2947756253024265,0.4150722222222222,0.4150722222222222,car,468
47.22373362495264,9.587168075742358,47.12963556248981,9.505905534334724,12.799192779635472,0.2881130147040918,0.4086861111111111,0.4086861111111111,car,494
47.16918164580357,9.511549661563564,47.10801021285703,9.563108885376986,9.421789227624537,0.2034168398083026,0.4643944444444444,0.4643944444444444,car,600
47.05553815584192,9.53816395735928,47.20014073258383,9.525857924273996,18.23443921286971,0.3956017180956044,0.4702888888888888,0.4702888888888888,car,729
47.23604280612329,9.5659678247238,47.199701222055886,9.602719705666184,6.364316065073764,0.1603739461674797,0.374225,0.374225,car,334
47.25577736140762,9.486648085054147,47.06465616189772,9.56384856607268,19.47993539465213,0.3757490782811684,0.8968277777777778,0.8968277777777778,car,750
47.18376736298061,9.625354837578856,47.20372676953697,9.521348266430495,12.27338508429604,0.2596607159322325,0.7248833333333333,0.7248833333333333,car,539
47.226434460095255,9.591944364284284,47.17531957690176,9.604118399283454,12.705747259850952,0.2648469772430736,0.4395722222222222,0.4395722222222222,car,551
47.15730307776589,9.55175554748666,47.18922041010272,9.57144654784308,18.149032377276345,0.4892929964096533,0.6947583333333334,0.6947583333333334,car,1152
47.13734113585518,9.557386505345749,47.1288811732081,9.632081183236323,6.414505735602793,0.1443818421215358,0.3190305555555555,0.3190305555555555,car,386
47.25624050211307,9.601999924199296,47.25570479345348,9.526771259919716,7.595359372466074,0.1678923932577704,0.6448055555555556,0.6448055555555556,car,451
47.19714294496741,9.617620097523838,47.25538648763016,9.62575407235103,7.383965891151626,0.1819637705021178,0.5571083333333333,0.5571083333333333,car,396
47.10849984368797,9.558241891188665,47.20476096671296,9.516768957207937,15.384320044842498,0.3149303480807993,0.4114166666666666,0.4114166666666666,car,734
47.23997477433531,9.50757833483564,47.05310137269034,9.61203023815299,24.538606748580044,0.523239634092629,0.97325,0.97325,car,1159
47.107416245480685,9.535449662395026,47.13068654760346,9.494385380655414,4.281885372463029,0.0917238482877935,0.2019555555555555,0.2019555555555555,car,198
47.12077676916961,9.635849025422411,47.07103433703359,9.63035690012296,1.707294096715275,0.0569098032238425,0.5628555555555556,0.5628555555555556,car,92
47.12055703213596,9.478125015924626,47.11163324519394,9.516875055788743,3.5232151647364343,0.1104660484570711,0.2315583333333333,0.2315583333333333,car,99
47.23478259106798,9.63479552089727,47.24732722001193,9.565220904531843,7.356269165754948,0.1833044146247722,0.2611583333333333,0.2611583333333333,car,394
47.211123238883566,9.55984767657817,47.10790630114875,9.51477111092123,13.816467805711111,0.2999529517822989,0.3044277777777778,0.3044277777777778,car,540
47.187880628200666,9.574172142683388,47.14848441971786,9.48093372410851,8.151919187123664,0.2144869954430448,0.4839166666666666,0.4839166666666666,car,379
47.24257474473541,9.573302228501642,47.20601755541356,9.535451991448046,6.736987408697551,0.1841008671966424,0.2606611111111111,0.2606611111111111,car,374
47.104568851425576,9.512553020281734,47.155826231160574,9.558866280420045,10.24897701793443,0.3127930060881291,0.5686277777777777,0.5686277777777777,car,882
47.12467443161803,9.522851200556346,47.18689678343635,9.509402532229066,7.361817526318166,0.1463002118108418,0.2427833333333333,0.2427833333333333,car,342
47.14170936614297,9.548862167311276,47.259454991798,9.51602081521882,22.154707018002497,0.5226277749956179,0.6322472222222223,0.6322472222222223,car,1138
47.20612296239087,9.52379206107909,47.17743307266283,9.519385787139177,6.0118198517618575,0.1184258251025925,0.1764583333333333,0.1764583333333333,car,223
47.06253559410982,9.619288734419538,47.264989236815495,9.573240718418514,28.49207340993807,0.5964902600186086,1.015602777777778,1.015602777777778,car,1292
47.19533992860528,9.586415543528302,47.04805198960503,9.498118951698556,20.879174243710743,0.428690615031782,0.8295277777777779,0.8295277777777779,car,834
47.184867416494825,9.591103953461682,47.086882400741736,9.539844590619728,15.921366149628032,0.3663322074502509,0.9922833333333332,0.9922833333333332,car,793
47.18033011227316,9.539481055882993,47.23566557668865,9.626568024611627,10.401030399551152,0.2034577780073435,0.5134666666666666,0.5134666666666666,car,421
47.114907891990896,9.604327722687875,47.04875918220125,9.559177463596695,16.501812161767024,0.3690442102042106,0.679238888888889,0.679238888888889,car,922
47.162554809723304,9.510519509360163,47.161702231803204,9.509444008331592,0.30031615094199715,0.008135697638016838,0.007183333333333333,0.007183333333333333,car,10
47.166049257603156,9.508932982356791,47.15813425432879,9.509150041777348,0.8884706767131342,0.01776941353426268,0.05033333333333333,0.05033333333333333,car,39
47.16368860198637,9.508406184150164,47.176445961838304,9.510389667792955,1.5576704021287027,0.03684508884849109,0.055875,0.055875,car,69
47.174720110496246,9.509341176554367,47.171730234245466,9.510326263907606,0.6371641474482515,0.016434723753499966,0.022213888888888887,0.022213888888888887,car,21
47.166391508265896,9.510316981106563,47.17265248044417,9.5081588278605,0.9382108199719459,0.022925316865494098,0.035880555555555554,0.035880555555555554,car,49
47.17596340806207,9.508991424741525,47.16818746905376,9.508035193310082,1.125462948359455,0.02518114144020988,0.03769444444444444,0.03769444444444444,car,61
47.16658232647255,9.507875571082826,47.170675434677726,9.508475660361047,0.6961634246492265,0.021446183575731335,0.05453888888888889,0.05453888888888889,car,40
47.158539629185356,9.508487844367329,47.162211976224725,9.509681055742227,0.5796541263951939,0.017714833785993332,0.019741666666666664,0.019741666666666664,car,19
47.16481893226844,9.510090212595385,47.17278512435238,9.508798578589039,0.991169891185746,0.024282699978458146,0.03463888888888889,0.03463888888888889,car,45
47.17609291574933,9.510078701004613,47.15827975117897,9.509332697784666,2.075281110291174,0.045158578728563575,0.06825277777777777,0.06825277777777777,car,86
47.16648895648373,9.508802773240662,47.154323125103105,9.50992108462646,1.59038671698044,0.03751718980353119,0.051263888888888894,0.051263888888888894,car,68
47.15548849792203,9.50796460344825,47.17384826786632,9.510057186481681,2.3147583708969486,0.04977830997395936,0.06961388888888889,0.06961388888888889,car,102
47.16598393991041,9.510212290619007,47.169597843038794,9.509228026224102,0.5755311912056189,0.013521045760764084,0.022080555555555555,0.022080555555555555,car,35
47.16467937293914,9.507895477500345,47.15727171759314,9.508019699830477,1.0792817330979458,0.03258408888297086,0.03734722222222222,0.03734722222222222,car,47
47.15617354500648,9.509874007141416,47.17343632456781,9.509150168648338,2.0239841730990853,0.04047968346198171,0.05822777777777778,0.05822777777777778,car,90
47.17582080727131,9.510487565789976,47.16084446722451,9.51003977797261,1.854352725335103,0.04440888156658725,0.06475,0.06475,car,75
47.15804744580137,9.51018295079533,47.16301137518109,9.510502167270506,0.855515247931904,0.030004361005800628,0.023566666666666666,0.023566666666666666,car,31
47.15941844178466,9.509770766042243,47.177346942668464,9.50967598895029,2.1214684189349104,0.053312738019914145,0.07419166666666666,0.07419166666666666,car,79
47.17720076516299,9.510524711185242,47.16459472119176,9.50915179584316,1.5069587745005628,0.03556682968059155,0.06658333333333333,0.06658333333333333,car,61
47.15880087864126,9.509039582220982,47.17195348639113,9.509172480548022,1.563143810697924,0.03215928808619219,0.04906111111111111,0.04906111111111111,car,76
47.154803984286,9.509637398125927,47.16038738449483,9.507906339591187,0.8762555181773362,0.030344949490359045,0.03608055555555555,0.03608055555555555,car,36
